Problem,Prefix_Equation,Answer,Encoded
"On a Monday with a significant snowfall, B. Jones High School had a total of 1487 students in attendance with 218 students absent. What was the total number of students enrolled in the school?",+ 1487.0 218.0,1705.0,"[1, 4, 243, 363, 2]"
"if 4 shirts and 5 jerseys cost 370 dollars , calculate the cost of each shirt given that the cost of a single jersey is 30 dollars .",/ - 370.0 * 5.0 30.0 4.0,55.0,"[1, 6, 5, 565, 3, 700, 493, 601, 2]"
"Suppose there are 4 shirts and 5 jerseys whose total cost is 370 dollars. If a single jersey costs 30 dollars, what is the cost of each shirt?",/ - 370.0 * 5.0 30.0 4.0,55.0,"[1, 6, 5, 565, 3, 700, 493, 601, 2]"
"Given that the total cost of 4 shirts and 5 jerseys is 370 dollars, and a jersey alone costs 30 dollars, how much would a single shirt be worth?",/ - 370.0 * 5.0 30.0 4.0,55.0,"[1, 6, 5, 565, 3, 700, 493, 601, 2]"
"If you have to buy 4 shirts and 5 jerseys that cost a combined 370 dollars, and a single jersey costs 30 dollars, what is the individual cost of each shirt?",/ - 370.0 * 5.0 30.0 4.0,55.0,"[1, 6, 5, 565, 3, 700, 493, 601, 2]"
"You want to purchase 4 shirts and 5 jerseys in such a way that their total cost is 370 dollars. If the price of a single jersey is 30 dollars, what would be the cost of each shirt?",/ - 370.0 * 5.0 30.0 4.0,55.0,"[1, 6, 5, 565, 3, 700, 493, 601, 2]"
"The cost of 4 shirts and 5 jerseys is 370 dollars, with a single jersey priced at 30 dollars. Determine the cost of each shirt when purchased together.",/ - 370.0 * 5.0 30.0 4.0,55.0,"[1, 6, 5, 565, 3, 700, 493, 601, 2]"
Connie has 41 red markers and 64 blue markers . How many markers does she have altogether ?,+ 41.0 64.0,105.0,"[1, 4, 629, 841, 2]"
The total number of markers that Connie has is the sum of her 41 red markers and 64 blue markers. How many markers does she have in total?,+ 41.0 64.0,105.0,"[1, 4, 629, 841, 2]"
"In Connie's collection of markers, she has 41 red markers and 64 blue markers. If we add the two together, what is the total number of markers she has?",+ 41.0 64.0,105.0,"[1, 4, 629, 841, 2]"
Let's count Connie's markers. She has 41 markers that are red and 64 markers that are blue. What is the total number of markers she has?,+ 41.0 64.0,105.0,"[1, 4, 629, 841, 2]"
The total number of markers Connies has is calculated by adding 41 to 64. Can you determine how many markers she has?,+ 41.0 64.0,105.0,"[1, 4, 629, 841, 2]"
"If we combine Connie's 41 red markers and 64 blue markers, what is the absolute number of markers that she owns?",+ 41.0 64.0,105.0,"[1, 4, 629, 841, 2]"
"Molly owns the Wafting Pie Company . This morning , her employees used 816 eggs to bake pumpkin pies . If her employees used a total of 1339 eggs today , how many eggs did they use in the afternoon ?",- 1339.0 816.0,523.0,"[1, 5, 196, 962, 2]"
"Using 816 eggs this morning, Molly's Wafting Pie Company baked several pumpkin pies. If a total of 1339 eggs were used today, determine how many eggs were used in the afternoon.",- 1339.0 816.0,523.0,"[1, 5, 196, 962, 2]"
"The Wafting Pie Company owned by Molly used 816 eggs in the morning to bake pumpkin pies. If the total eggs used today were 1339, how many eggs were utilized in the afternoon?",- 1339.0 816.0,523.0,"[1, 5, 196, 962, 2]"
"A total of 1339 eggs were used by Molly's Wafting Pie Company employees today. If 816 eggs were used this morning to bake pumpkin pies, how many eggs did the employees use in the afternoon?",- 1339.0 816.0,523.0,"[1, 5, 196, 962, 2]"
"The employees of Molly's Wafting Pie Company baked pumpkin pies this morning using 816 eggs. If the employees used a total of 1339 eggs today, what is the number of eggs used by the employees in the afternoon?",- 1339.0 816.0,523.0,"[1, 5, 196, 962, 2]"
"Today, the Wafting Pie Company, owned by Molly, used a total of 1339 eggs. If 816 eggs were used by the employees this morning to bake pumpkin pies, determine the number of eggs used in the afternoon.",- 1339.0 816.0,523.0,"[1, 5, 196, 962, 2]"
Ellen went to a garage sale to buy chairs . Each chair is 15 dollars . How much did Ellen spend for the 12 chairs she bought ?,* 15 12,180.0,"[1, 3, 246, 149, 2]"
"If Ellen bought 12 chairs for 15 dollars each at a garage sale, what was the total cost?",* 15 12,180.0,"[1, 3, 246, 149, 2]"
"At a garage sale, Ellen purchased a dozen chairs, paying a total of (12 x 15) dollars. What was the total cost?",* 15 12,180.0,"[1, 3, 246, 149, 2]"
Ellen visited a garage sale and purchased 12 chairs for 15 dollars apiece. What was her total expense?,* 15 12,180.0,"[1, 3, 246, 149, 2]"
"In a garage sale, Ellen acquired a dozen chairs for the price of 15 dollars each. How much money did she spend?",* 15 12,180.0,"[1, 3, 246, 149, 2]"
Ellen spent a total of 15 dollars per chair to buy a lot of 12 chairs at a garage sale. What was the overall cost?,* 15 12,180.0,"[1, 3, 246, 149, 2]"
"Grace has 16 jellybeans in her pocket . She has 8 red ones , 4 green ones , and 4 blue ones . What is the minimum number of jellybeans she must take out of her pocket to ensure that she has one of each color ?",+ + 8.0 4.0 1.0,13.0,"[1, 4, 4, 936, 601, 68, 2]"
"There are 16 jellybeans in Grace's pocket, consisting of 8 red, 4 green, and 4 blue ones. What is the smallest number of jellybeans she needs to remove to guarantee she picks at least one jellybean of each color?",+ + 8.0 4.0 1.0,13.0,"[1, 4, 4, 936, 601, 68, 2]"
"If Grace has 16 jellybeans in her pocket, including 8 red, 4 green, and 4 blue ones, what's the fewest number of jellybeans she must draw to ensure she has one jellybean of every color?",+ + 8.0 4.0 1.0,13.0,"[1, 4, 4, 936, 601, 68, 2]"
"Grace possesses a sum of 16 jellybeans in her pocket, consisting of 8 red, 4 green, and 4 blue ones. What is the minimum number of jellybeans that she needs to take out to be certain to have one of each color?",+ + 8.0 4.0 1.0,13.0,"[1, 4, 4, 936, 601, 68, 2]"
"In Grace's pocket, she has 16 jellybeans, comprising of 8 red, 4 green, and 4 blue ones. To guarantee that she has jellybeans with every color, what is the least number of jellybeans she needs to take out?",+ + 8.0 4.0 1.0,13.0,"[1, 4, 4, 936, 601, 68, 2]"
"Consider a situation in which Grace has 16 jellybeans in her pocket. These jellybeans consist of 8 red ones, 4 green ones, and 4 blue ones. What's the minimum quantity of jellybeans she needs to draw out to make sure she has at least one jellybean of each color?",+ + 8.0 4.0 1.0,13.0,"[1, 4, 4, 936, 601, 68, 2]"
"Tom had 57 dollars . If he spent 49 bucks on a new game , how many 4 dollar toys could he buy with the money he had left ?",/ - 57.0 49.0 4.0,2.0,"[1, 6, 5, 777, 693, 601, 2]"
"After spending $49 on a new game, Tom had enough money left to buy how many $4 toys?",/ - 57.0 49.0 4.0,2.0,"[1, 6, 5, 777, 693, 601, 2]"
"If Tom spent $49 on a new game, how much money did he have left to buy $4 toys?",/ - 57.0 49.0 4.0,2.0,"[1, 6, 5, 777, 693, 601, 2]"
"Tom had $57, but he spent $49 purchasing a new game. How much money remained for him to buy $4 toys?",/ - 57.0 49.0 4.0,2.0,"[1, 6, 5, 777, 693, 601, 2]"
"Spending $49 on a new game, Tom was left with a certain amount of money. How many $4 toys would he be able to buy with that amount?",/ - 57.0 49.0 4.0,2.0,"[1, 6, 5, 777, 693, 601, 2]"
"If Tom bought as many $4 toys as he could with the money he had left after buying a new game for $49 from the total of $57 he initially had, how many toys did he acquire?",/ - 57.0 49.0 4.0,2.0,"[1, 6, 5, 777, 693, 601, 2]"
"Rachel was organizing her book case making sure each of the shelves had exactly 9 books on it . If she had 6 shelves of mystery books and 2 shelves of picture books , how many books did she have total ?",* 9.0 + 6.0 2.0,72.0,"[1, 3, 1001, 4, 797, 308, 2]"
"If Rachel had a bookcase with 6 shelves for mystery books and 2 shelves for picture books, and each shelf could hold exactly 9 books, how many books did she need to fill all the shelves?",* 9.0 + 6.0 2.0,72.0,"[1, 3, 1001, 4, 797, 308, 2]"
"If Rachel wanted to organize her bookcase in such a way that there were exactly 9 mystery books and 9 picture books on each of the 8 shelves, how many books would she need in total?",* 9.0 + 6.0 2.0,72.0,"[1, 3, 1001, 4, 797, 308, 2]"
"If Rachel arranged her book collection so that every mystery book shelf had 9 books and every picture book shelf contained 9 books, how many books are in her collection if she has 6 shelves for mystery books and 2 shelves for picture books?",* 9.0 + 6.0 2.0,72.0,"[1, 3, 1001, 4, 797, 308, 2]"
Rachel's bookshelf had 6 shelves for mystery books and 2 shelves for picture books. She decided to arrange her books so that there were exactly 9 books on each shelf. How many total books were on her bookshelf when she finished organizing it?,* 9.0 + 6.0 2.0,72.0,"[1, 3, 1001, 4, 797, 308, 2]"
"Rachel loves to read and has a vast collection of books. On one of her bookcases, there were 6 shelves of mystery books and 2 shelves of picture books. Assuming each shelf had a maximum capacity of 9 books, how many books did she place on her bookshelf in total to organize them equally?",* 9.0 + 6.0 2.0,72.0,"[1, 3, 1001, 4, 797, 308, 2]"
"While playing a trivia game , George answered 6 questions correct in the first half and 4 questions correct in the second half . If each question was worth 3 points , what was his final score ?",* 3.0 + 6.0 4.0,30.0,"[1, 3, 475, 4, 797, 601, 2]"
"George's final score is what, if he answered 6 questions correctly in the first half of a trivia game worth 3 points each, and 4 questions correctly in the second half?",* 3.0 + 6.0 4.0,30.0,"[1, 3, 475, 4, 797, 601, 2]"
"What is the total score of George, who got 6 questions correct in the first half of a trivia game and 4 correct in the second half, where each question carries 3 points?",* 3.0 + 6.0 4.0,30.0,"[1, 3, 475, 4, 797, 601, 2]"
"If George's correct answers in the first half of a trivia game are 6 and in the second half are 4, what would be his overall score, given that each question is worth 3 points?",* 3.0 + 6.0 4.0,30.0,"[1, 3, 475, 4, 797, 601, 2]"
"Let X be the number of points earned by George in a trivia match where there are 3 points per question, if he answered 6 questions accurately in the first half and 4 in the second half.",* 3.0 + 6.0 4.0,30.0,"[1, 3, 475, 4, 797, 601, 2]"
"In a trivia game, if George earned 6 and 4 points in the first and second halves, respectively, by answering questions worth 3 points each, then what is his final score?",* 3.0 + 6.0 4.0,30.0,"[1, 3, 475, 4, 797, 601, 2]"
Dan bought 9 dozen eggs from the grocery store to bake some cakes .   How many eggs did Dan buy ?,* 9 12,108.0,"[1, 3, 1000, 149, 2]"
"To make cakes, Dan purchased a total of 108 eggs in the form of 9 dozen from the grocery store. How many eggs did he buy?",* 9 12,108.0,"[1, 3, 1000, 149, 2]"
The grocery store sold Dan 9 sets of 12 eggs each for baking cakes. How many eggs did he end up with?,* 9 12,108.0,"[1, 3, 1000, 149, 2]"
"Dan brought home enough eggs from the store, totaling 9 x 12, which will allow him to make several cakes. How many eggs does he have?",* 9 12,108.0,"[1, 3, 1000, 149, 2]"
"For his baking project, Dan procured 9 dozen eggs from the grocery store. What is the exact number of eggs he purchased?",* 9 12,108.0,"[1, 3, 1000, 149, 2]"
"Dan needed 108 eggs to bake cakes and he went to the grocery store to buy them. If each dozen contains 12 eggs, how many dozens did he buy?",* 9 12,108.0,"[1, 3, 1000, 149, 2]"
"The school cafeteria ordered 33 red apples and 23 green apples for students lunches . But , if only 21 students wanted fruit , how many extra did the cafeteria end up with ?",- + 33.0 23.0 21.0,35.0,"[1, 5, 4, 523, 383, 348, 2]"
"In preparation for lunchtime, the school cafeteria made an order of 33 red apples and 23 green apples. If there were only 21 takers on the fruit, how many surplus apples were left in the end?",- + 33.0 23.0 21.0,35.0,"[1, 5, 4, 523, 383, 348, 2]"
"The cafeteria staff bought 33 red and 23 green apples for school kids to eat. However, when lunchtime came, only 21 students asked for apples. What's the overage count?",- + 33.0 23.0 21.0,35.0,"[1, 5, 4, 523, 383, 348, 2]"
"The cafeteria of the local school district purchased 33 red apples and 23 green apples for students' lunches. If just 21 pupils decided to include fruit in their meal, what was the remaining amount?",- + 33.0 23.0 21.0,35.0,"[1, 5, 4, 523, 383, 348, 2]"
